Tarih,Magaza_ID,Urun_ID,Satis_Adedi,Stok_Miktari,Birim_Fiyat,Stokout_Flag,Ana_Kategori,Alt_Kategori,Marka_Grubu,Promosyon_Flag
2025-04-06,M03,U007,43,68,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-07,M03,U007,45,147,120.36,False,Atıştırmalık,Cips,Marka-A,True
2025-04-08,M03,U007,45,102,135.41,False,Atıştırmalık,Cips,Marka-A,True
2025-04-09,M03,U007,33,69,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-10,M03,U007,35,34,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-11,M03,U007,49,157,135.41,False,Atıştırmalık,Cips,Marka-A,True
2025-04-12,M03,U007,44,113,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-13,M03,U007,44,69,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-14,M03,U007,34,35,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-15,M03,U007,37,171,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-16,M03,U007,34,137,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-17,M03,U007,40,97,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-18,M03,U007,37,60,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-19,M03,U007,46,167,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-20,M03,U007,49,118,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-21,M03,U007,24,94,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-22,M03,U007,23,71,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-23,M03,U007,49,169,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-24,M03,U007,38,131,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-25,M03,U007,44,87,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-26,M03,U007,53,34,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-27,M03,U007,36,174,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-28,M03,U007,38,136,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-29,M03,U007,40,96,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-04-30,M03,U007,31,65,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-05-01,M03,U007,41,145,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-05-02,M03,U007,41,104,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-05-03,M03,U007,48,56,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-05-04,M03,U007,33,23,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-05-05,M03,U007,28,193,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-05-06,M03,U007,30,163,150.45,False,Atıştırmalık,Cips,Marka-A,False
2025-01-01,M03,U008,21,80,89.1,False,Atıştırmalık,Cips,Marka-B,True
2025-01-02,M03,U008,17,63,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-03,M03,U008,18,45,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-04,M03,U008,18,27,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-05,M03,U008,13,84,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-06,M03,U008,10,74,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-07,M03,U008,12,62,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-08,M03,U008,9,53,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-09,M03,U008,12,82,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-10,M03,U008,17,65,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-11,M03,U008,10,55,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-12,M03,U008,20,35,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-13,M03,U008,9,95,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-14,M03,U008,11,84,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-15,M03,U008,11,73,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-16,M03,U008,13,60,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-17,M03,U008,20,77,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-18,M03,U008,11,66,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-19,M03,U008,12,54,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-20,M03,U008,16,38,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-21,M03,U008,8,96,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-22,M03,U008,15,81,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-23,M03,U008,19,62,89.1,False,Atıştırmalık,Cips,Marka-B,True
2025-01-24,M03,U008,20,42,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-25,M03,U008,17,77,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-26,M03,U008,14,63,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-27,M03,U008,28,35,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-01-28,M03,U008,10,25,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-29,M03,U008,18,86,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-30,M03,U008,14,72,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-31,M03,U008,16,56,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-01,M03,U008,13,43,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-02,M03,U008,19,77,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-03,M03,U008,11,66,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-04,M03,U008,10,56,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-05,M03,U008,11,45,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-06,M03,U008,17,78,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-07,M03,U008,20,58,89.1,False,Atıştırmalık,Cips,Marka-B,True
2025-02-08,M03,U008,20,38,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-09,M03,U008,31,7,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-02-10,M03,U008,7,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-02-11,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-02-12,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-02-13,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-02-14,M03,U008,12,77,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-15,M03,U008,17,60,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-16,M03,U008,21,39,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-17,M03,U008,14,25,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-18,M03,U008,8,87,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-19,M03,U008,15,72,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-20,M03,U008,17,55,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-21,M03,U008,12,43,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-22,M03,U008,20,74,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-23,M03,U008,25,49,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-24,M03,U008,15,34,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-25,M03,U008,15,19,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-26,M03,U008,13,86,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-27,M03,U008,11,75,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-02-28,M03,U008,18,57,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-01,M03,U008,13,44,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-02,M03,U008,17,70,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-03,M03,U008,15,55,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-04,M03,U008,29,26,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-03-05,M03,U008,13,13,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-06,M03,U008,12,1,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-07,M03,U008,1,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-08,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-09,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-10,M03,U008,12,87,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-11,M03,U008,20,67,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-12,M03,U008,15,52,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-13,M03,U008,15,37,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-14,M03,U008,19,70,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-15,M03,U008,16,54,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-16,M03,U008,20,34,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-17,M03,U008,11,23,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-18,M03,U008,12,90,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-19,M03,U008,27,63,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-03-20,M03,U008,18,45,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-21,M03,U008,22,23,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-22,M03,U008,13,82,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-23,M03,U008,20,62,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-24,M03,U008,14,48,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-25,M03,U008,12,36,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-26,M03,U008,12,24,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-27,M03,U008,6,18,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-28,M03,U008,18,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-29,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-30,M03,U008,25,72,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-03-31,M03,U008,9,63,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-01,M03,U008,11,52,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-02,M03,U008,14,38,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-03,M03,U008,18,82,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-04,M03,U008,21,61,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-05,M03,U008,17,44,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-06,M03,U008,15,29,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-07,M03,U008,19,71,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-08,M03,U008,10,61,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-09,M03,U008,7,54,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-10,M03,U008,24,30,89.1,False,Atıştırmalık,Cips,Marka-B,True
2025-04-11,M03,U008,28,76,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-04-12,M03,U008,19,57,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-13,M03,U008,23,34,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-14,M03,U008,18,16,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-15,M03,U008,25,62,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-04-16,M03,U008,13,49,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-17,M03,U008,15,34,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-18,M03,U008,21,13,89.1,False,Atıştırmalık,Cips,Marka-B,True
2025-04-19,M03,U008,13,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-20,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-21,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-22,M03,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-23,M03,U008,21,70,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-24,M03,U008,25,45,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-25,M03,U008,21,24,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-26,M03,U008,24,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-27,M03,U008,17,84,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-28,M03,U008,13,71,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-29,M03,U008,12,59,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-30,M03,U008,19,40,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-01,M03,U008,26,72,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-05-02,M03,U008,13,59,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-03,M03,U008,16,43,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-04,M03,U008,16,27,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-05,M03,U008,15,12,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-06,M03,U008,10,2,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-01-01,M03,U009,9,21,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-02,M03,U009,6,15,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-03,M03,U009,15,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-04,M03,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-05,M03,U009,0,0,113.08,True,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-06,M03,U009,13,49,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-07,M03,U009,12,37,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-08,M03,U009,13,24,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-09,M03,U009,6,18,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-10,M03,U009,10,8,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-11,M03,U009,16,39,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-12,M03,U009,6,33,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-13,M03,U009,9,24,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-14,M03,U009,9,15,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-15,M03,U009,10,5,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-16,M03,U009,9,47,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-17,M03,U009,17,30,119.74,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-18,M03,U009,21,9,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-19,M03,U009,9,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-20,M03,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-21,M03,U009,9,51,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-22,M03,U009,11,40,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-23,M03,U009,11,29,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-24,M03,U009,9,20,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-25,M03,U009,9,11,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-26,M03,U009,14,38,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-27,M03,U009,7,31,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-28,M03,U009,8,23,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-29,M03,U009,7,16,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-30,M03,U009,12,4,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-31,M03,U009,10,43,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-01,M03,U009,14,29,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-02,M03,U009,8,21,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-03,M03,U009,7,14,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-04,M03,U009,4,10,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-05,M03,U009,4,57,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-06,M03,U009,10,47,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-07,M03,U009,17,30,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-08,M03,U009,12,18,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-09,M03,U009,13,5,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-10,M03,U009,13,45,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-11,M03,U009,14,31,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-12,M03,U009,18,13,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-02-13,M03,U009,13,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-14,M03,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-15,M03,U009,9,48,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-16,M03,U009,9,39,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-17,M03,U009,8,31,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-18,M03,U009,12,19,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-19,M03,U009,10,9,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-20,M03,U009,8,48,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-21,M03,U009,13,35,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-22,M03,U009,13,22,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-23,M03,U009,11,11,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-24,M03,U009,8,3,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-25,M03,U009,17,37,106.43,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-02-26,M03,U009,11,26,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-27,M03,U009,14,12,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-28,M03,U009,9,3,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-01,M03,U009,3,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-02,M03,U009,13,39,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-03,M03,U009,17,22,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-04,M03,U009,8,14,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-05,M03,U009,10,4,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-06,M03,U009,4,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-07,M03,U009,9,47,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-08,M03,U009,14,33,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-09,M03,U009,8,25,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-10,M03,U009,10,15,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-11,M03,U009,8,7,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-12,M03,U009,7,54,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-13,M03,U009,9,45,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-14,M03,U009,13,32,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-15,M03,U009,10,22,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-16,M03,U009,9,13,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-17,M03,U009,6,46,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-18,M03,U009,6,40,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-19,M03,U009,17,23,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-20,M03,U009,13,10,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-21,M03,U009,10,0,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-22,M03,U009,13,42,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-23,M03,U009,22,20,119.74,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-03-24,M03,U009,9,11,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-03-25,M03,U009,8,3,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-26,M03,U009,3,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-27,M03,U009,2,54,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-28,M03,U009,13,41,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-29,M03,U009,13,28,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-30,M03,U009,11,17,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-31,M03,U009,12,5,106.43,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-04-01,M03,U009,9,53,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-02,M03,U009,13,40,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-03,M03,U009,8,32,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-04,M03,U009,11,21,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-05,M03,U009,9,12,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-06,M03,U009,19,36,106.43,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-04-07,M03,U009,5,31,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-08,M03,U009,10,21,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-09,M03,U009,10,11,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-10,M03,U009,11,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-11,M03,U009,14,44,106.43,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-04-12,M03,U009,5,39,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-13,M03,U009,11,28,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-14,M03,U009,8,20,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-15,M03,U009,4,16,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-16,M03,U009,14,39,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-17,M03,U009,6,33,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-18,M03,U009,11,22,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-19,M03,U009,12,10,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-20,M03,U009,9,1,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-21,M03,U009,11,48,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-22,M03,U009,13,35,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-23,M03,U009,11,24,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-24,M03,U009,13,11,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-25,M03,U009,5,6,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-26,M03,U009,17,37,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-27,M03,U009,9,28,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-28,M03,U009,5,23,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-29,M03,U009,13,10,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-30,M03,U009,8,2,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-01,M03,U009,20,39,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-02,M03,U009,20,19,119.74,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-05-03,M03,U009,18,1,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-04,M03,U009,1,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-05,M03,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-06,M03,U009,10,49,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-01,M03,U010,29,116,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-02,M03,U010,17,99,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-03,M03,U010,17,82,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-04,M03,U010,33,49,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-05,M03,U010,24,25,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-06,M03,U010,24,100,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-07,M03,U010,19,81,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-08,M03,U010,17,64,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-09,M03,U010,25,39,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-10,M03,U010,21,18,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-11,M03,U010,52,82,167.66,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-01-12,M03,U010,23,59,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-13,M03,U010,19,40,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-14,M03,U010,31,9,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-15,M03,U010,9,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-16,M03,U010,24,104,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-17,M03,U010,19,85,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-18,M03,U010,29,56,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-19,M03,U010,33,23,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-20,M03,U010,23,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-21,M03,U010,27,101,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-22,M03,U010,25,76,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
